#36864
#36864
#36864
#0
#0
   Index      Gx      Gy      Gz
   15984   23741    1485  -22534
   15985  -11276  -29713    7976
   15986  -13046   13112  -27046
   15987   30521   11407    3463
   15988    -594   -8793  -31559
   15989  -28854   15491   -1048
   15990   11391    8711   29462
   15991    7289  -31458   -5561
   15992  -20828    4167   24949
   15993   18185   25327  -10073
   15994   12790  -22190   20437
   15995  -29201   -2862  -14586
   15996    9211   27115   15924
   15997   19432  -18201  -19098
   15998  -28374  -11760   11412
   15999     733   22707  -23611
   16000   28738  -14148    6899
   16001  -12988  -10678  -28123
   16002   -8493   31556    2386
   16003    2885    -472  -32636
   16004  -18123  -27215   -2125
   16005   -8669   13885   28385
   16006   31804    4252   -6638
   16007   -6466  -21492   23872
   16008  -23215   20257  -11150
   16009   24049   10975   19360
   16010      84  -28780  -15663
   16011  -26644   11970   14847
   16012   19353   17089  -20175
   16013    9133  -29722   10335
   16014  -21371    2730  -24688
   16015   16916   27452    5822
   16016    8312  -12325  -29200
   16017  -32279   -5479    1310
   16018    1987    7560   31820
   16019   25310  -20561   -3202
   16020  -16199   -8093   27308
   16021   -1214   31822   -7714
   16022   21796   -8884   22795
   16023  -22065  -20911  -12227
   16024   -8897   25694   18283
   16025   28049   -2583  -16739
   16026  -14696  -25846   13770
   16027  -14664   20173  -21252
   16028   30784    6348    9258
   16029   -4454  -19748  -25764
   16030  -25868   19544    4745
   16031   11003    5990  -30277
   16032    2402  -32677     233
   16033  -10640    3906   30744
   16034   22777   23163   -4279
   16035    7074  -18317   26231
   16036  -31514    1786   -8791
   16037   11369   21741   21719
   16038   18449  -23586  -13304
   16039  -27095   -6590   17206
   16040    5101   27022  -17816
   16041   24728  -17349   12694
   16042  -20644  -12201  -22329
   16043   -3439   31542    8181
   16044   17859   -5851  -26841
   16045  -21998  -24005    3669
   16046   -3739    8752  -31354
   16047   32748    -700    -843
   16048   -6008  -12547   29667
   16049  -20800   24745   -5355
   16050   20215    5678   25154
   16051   -4711  -30888   -9868
   16052  -21333   13872   20642
   16053   24803   15863  -14381
   16054    4088  -28227   16129
   16055  -25718    7433  -18893
   16056   19891   23303   11617
   16057    9747  -20756  -23406
   16058  -31984    -442    7104
   16059    6858   15722  -27918
   16060   21885  -24248    2592
   16061   -4458   -1423  -32431
   16062    3791   32490   -1920
   16063   13719   -8248   28590
   16064  -26440  -18253   -6432
   16065   -3958   21869   24077
   16066   29953   -7525  -10945
   16067  -16349  -20580   19565
   16068  -13194   25703  -15457
   16069   29069    1427   15052
   16070   -9542  -24161  -19970
   16071  -21585   22285   10540
   16072   20499    7349  -24482
   16073   -2603  -32102    6027
   16074  -13349    7399  -28995
   16075   26264   19533    1515
   16076    1473   -6769   32026
   16077  -31906    6831   -2997
   16078   10571   14314   27513
   16079   15555  -27844   -7509
   16080  -23254   -1964   23001
   16081   10191   28727  -12022
   16082   19494  -18756   18488
   16083  -26276  -10479  -16534
   16084    1354   29605   13976
   16085   22380  -11393  -21047
   16086  -24497  -19595    9463
   16087   -5062   19868  -25559
   16088   31892   -5661    4951
   16089   -7357  -10733  -30072
   16090  -16977   28022     438
   16091   10685    1282   30949
   16092   -9784  -31005   -4073
   16093  -14414   12922   26436
   16094   28941   12741   -8586
   16095    -255  -24350   21924
   16096  -27229   12675  -13098
   16097   21052   18091   17411
   16098    7761  -26519  -17611
   16099  -29824    4217   12899
   16100   12955   20405  -22123
   16101   17356  -26496    8386
   16102  -18855   -2940  -26636
   16103    8693   31354    3874
   16104    7806   -6517  -31149
   16105  -29500  -14247    -638
   16106    -332   13461   29872
   16107   29799  -12615   -5150
   16108  -15250  -14069   25359
   16109   -9847   29720   -9663
   16110   25139   -2656   20847
   16111  -14946  -25482  -14175
   16112  -16391   23198   16334
   16113   26431    5081  -18688
   16114   -7123  -29718   11822
   16115  -18273   14194  -23200
   16116   28255   14895    7309
   16117    1047  -17451  -27713
   16118  -30493   11660    2797
   16119    4214    4172  -32225
   16120   11378  -30679   -1715
   16121  -15597    1094   28795
   16122   15288   28304   -6227
   16123   13320  -17509   24283
   16124  -30175   -6911  -10740
   16125    5192   25609   19770
   16126   23514  -16973  -15252
   16127  -25159  -14417   15258
   16128   -2483   26016  -19765
   16129   29284  -10031   10745
   16130  -15084  -16023  -24277
   16131  -12241   29748    6233
   16132   15636    -544  -28790
   16133  -14527  -29320    1720
   16134   -3735    4567   32231
   16135   31547    8405   -2791
   16136   -2866  -17237   27718
   16137  -26542   17771   -7304
   16138   19653   12201   23206
   16139    3973  -30302  -11816
   16140  -25750    7818   18693
   16141   18731   21357  -16329
   16142   12195  -26904   14181
   16143  -25284     -10  -20841
   16144   12902   28525    9668
   16145   13699  -15593  -25354
   16146  -30955   -9426    5156
   16147    1741   13364  -29866
   16148   27847  -17256     643
   16149   -8431   -5655   31154
   16150   -5364   32092   -3868
   16151   18436   -4896   26642
   16152  -20035  -24535   -8381
   16153  -10746   21644   22129
   16154   30104    1073  -12893
   16155  -10492  -25558   17616
   16156  -19045   20198  -17406
   16157   28403    9755   13104
   16158   -2294  -24248  -21918
   16159  -27447   15699    8591
   16160   15693   11347  -26431
   16161    6486  -31858    4079
   16162  -10507    2397  -30943
   16163   19816   26091    -433
   16164    6187  -11433   30077
   16165  -32310   -2293   -4945
   16166    7111   19222   25565
   16167   22313  -22053   -9458
   16168  -23445   -8987   21052
   16169    1751   29587  -13970
   16170   25032  -13170   16540
   16171  -21353  -16615  -18483
   16172   -7128   29634   12027
   16173   22926   -4388  -22995
   16174  -18383  -26062    7515
   16175   -9020   15349  -27508
   16176   32445    3454    3002
   16177   -2181   -6602  -32020
   16178  -24076   22175   -1509
   16179   14040    5957   29000
   16180    -770  -32199   -6022
   16181  -19612    9452   24488
   16182   23801   19904  -10534
   16183    6960  -25023   19975
   16184  -28763    4462  -15047
   16185   15810   24178   15463
   16186   14108  -22181  -19559
   16187  -30575   -4349   10950
   16188    6226   21340  -24072
   16189   24383  -20920    6438
   16190  -14516   -6772  -28584
   16191    -369   32708    1925
   16192    4249   -1866   32436
   16193  -24303  -21824   -2586
   16194   -5173   16345   27924
   16195   31763   -3787   -7099
   16196  -11863  -19617   23411
   16197  -17344   25258  -11611
   16198   26351    4700   18899
   16199   -7020  -27647  -16124
   16200  -23004   18370   14386
   16201   22672   11566  -20636
   16202    1453  -31210    9874
   16203  -19516    7765  -25149
   16204   23275   22431    5361
   16205    4665  -13118  -29661
   16206  -32641    2730     848
   16207    4626    8296   31359
   16208   19365  -26176   -3663
   16209  -18366   -3948   26847
   16210    6721   31010   -8176
   16211   19250  -14292   22334
   16212  -26410  -14667  -12688
   16213   -2245   27404   17822
   16214   26260   -9391  -17201
   16215  -20814  -21524   13309
   16216   -9032   22816  -21713
   16217   31527   -1522    8797
   16218   -8956  -17482  -26226
   16219  -20228   25419    4284
   16220   11005    2774  -30738
   16221   -5809  -32247    -227
   16222  -10304    7101   30282
   16223   27772   16729   -4740
   16224    2361  -20099   25770
   16225  -29952    9535   -9252
   16226   16692   18524   21257
   16227   11912  -27245  -13765
   16228  -28162     366   16745
   16229   11539   24625  -18277
   16230   19754  -23104   12232
   16231  -22611   -6555  -22790
   16232    4538   31519    7720
   16233   15270   -9749  -27302
   16234  -27323  -17799    3207
   16235   -1188    7748  -31815
   16236   31528   -8827   -1304
   16237   -9549  -11379   29206
   16238  -13950   29072   -5817
   16239   21533     478   24693
   16240  -12195  -28605  -10329
   16241  -17456   19017   20181
   16242   27753    9117  -14842
   16243   -3095  -28610   15668
   16244  -22772   13434  -19354
   16245   25206   17715   11156
   16246    4183  -22057  -23867
   16247  -31183    7557    6643
   16248   10080   12909  -28379
   16249   15175  -28962    2131
   16250   -2857    -164   32641
   16251   11749   30495   -2381
   16252   11792  -11972   28129
   16253  -30062  -11063   -6893
   16254    1646   22654   23616
   16255   26990  -14666  -11406
   16256  -21227  -16065   19104
   16257   -6323   27933  -15919
   16258   28738   -5902   14591
   16259  -15045  -20733  -20431
   16260  -15433   27090   10079
   16261   21156    1965  -24944
   16262  -10541  -30521    5566
   16263  -10425    9864  -29456
   16264   30317   12386    1054
   16265    -328   -8787   31564
   16266  -29160   14539   -3458
   16267   14340   11669   27052
   16268    8105  -30731   -7970
   16269  -23450    3961   22539
   16270   16919   25131  -12483
   16271   14373  -23282   18027
   16272  -27785   -3572  -16995
   16273    8744   28540   13514
   16274   18543  -16346  -21508
   16275  -28728  -12935    9002
   16276      42   19914  -26020
   16277   29539  -13451    4489
   16278   -8952   -7825  -30533
   16279   -9466   31369     -22
   16280   11901   -1581   30488
   16281  -17163  -27541   -4535
   16282  -11084   16615   25975
   16283   31075    5113   -9047
   16284   -6415  -23913   21463
   16285  -23057   18925  -13560
   16286   25148   12406   16950
   16287     904  -27317  -18072
   16288  -28013   11583   12438
   16289   17313   16242  -22585
   16290   10251  -30095    7925
   16291  -18336    1782  -27097
   16292   16251   28247    3413
   16293    5038   -7005  -31610
   16294  -32106   -6452   -1099
   16295    3249   14074   29411
   16296   25659  -19590   -5611
   16297  -18758  -10090   24898
   16298   -2127   31090  -10124
   16299   24036   -8961   20386
   16300  -20660  -20798  -14636
   16301  -10192   26791   15873
   16302   26538   -1638  -19149
   16303  -14379  -27163   11361
   16304  -13874   17924  -23661
   16305   31173    7415    6848
   16306   -3186  -16423  -28174
   16307  -26660   18906    2336
   16308    1975    1154  -32687
   16309    3379  -32519   -2176
   16310  -15613    5202   28334
   16311   21790   23539   -6688
   16312    8735  -20733   23821
   16313  -30782     814  -11201
   16314   11553   23818   19309
   16315   18390  -22103  -15713
   16316  -28186   -7763   14796
   16317    4016   25464  -20226
   16318   25995  -17092   10284
   16319  -18159  -11485  -24738
   16320   -4461   31944    5771
   16321   14164   -4171  -29251
   16322  -21383  -24796    1259
   16323   -3372    7277   31770
   16324   32603     286   -3253
   16325   -7355  -16631   27257
   16326  -21209   23738   -7765
   16327   22505    7060   22745
   16328   -3673  -30156  -12278
   16329  -23261   14147   18232
   16330   23236   15869  -16790
   16331    5151  -29306   13720
   16332  -24115    6188  -21303
   16333   19685   24523    9207
   16334    9124  -17999  -25815
   16335  -32397   -1426    4695
   16336    4614   11514  -30328
   16337   22677  -23650     182
   16338  -10817   -3817   30693
   16339    2789   32359   -4329
   16340   17184   -9639   26180
   16341  -25412  -18700   -8842
   16342   -5105   24043   21668
   16343   29226   -6412  -13354
   16344  -16698  -22372   17155
   16345  -13274   24046  -17867
   16346   30134    2392   12643
   16347   -8116  -22515  -22379
   16348  -22762   22123    8130
   16349   17423    6847  -26892
   16350   -1652  -32524    3618
   16351   -8309    4283  -31404
   16352   25681   20330    -894
   16353    3392  -13602   29616
   16354  -31791    5809   -5406
   16355   11993   17309   25104
   16356   16046  -26791   -9919
   16357  -25321   -2910   20591
   16358    8995   28008  -14431
   16359   21161  -19165   16078
   16360  -24523  -10648  -18944
   16361     476   30653   11566
   16362   20692   -9760  -23456
   16363  -24373  -20732    7053
   16364   -4711   16407  -27969
   16365   32322   -4737    2541
   16366   -2330   -3630  -32481
   16367  -17783   27450   -1971
   16368   15918    2400   28539
   16369   -8738  -30907   -6483
   16370  -17029   14365   24027
   16371   27862   13283  -10996
   16372     517  -26317   19514
   16373  -26523   11386  -15508
   16374   21510   19644   15002
   16375    8033  -24663  -20021
   16376  -30853    3417   10489
   16377   11083   18679  -24533
   16378   18458  -26405    5977
